customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
C101717,Female,0,Yes,No,49,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No,Yes,One year,Yes,Credit card (automatic),60.06,2942.04,No
C101718,Male,1,Yes,No,61,No,No phone service,Fiber optic,No,No internet service,Yes,Yes,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),55.5,3382.76,Yes
C101719,Male,0,Yes,No,38,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No internet service,Yes,Month-to-month,Yes,Electronic check,45.32,1718.21,Yes
C101720,Male,0,No,No,60,Yes,No,DSL,No internet service,Yes,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),92.69,5561.07,No
C101721,Male,0,Yes,No,34,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,No internet service,No,No,Two year,No,Mailed check,63.2,2146.18,No
C101722,Male,0,No,Yes,43,Yes,No,No,No,No,No,Yes,Yes,No internet service,One year,Yes,Bank transfer (automatic),23.83,1019.97,Yes
C101723,Male,0,Yes,No,16,No,No,DSL,No,No,No internet service,Yes,No,No,Two year,No,Electronic check,51.1,816.98,No
C101724,Female,0,Yes,No,65,Yes,No phone service,No,No,No,No,No,No internet service,No internet service,One year,Yes,Credit card (automatic),94.76,6158.11,No
C101725,Male,0,Yes,No,1,Yes,Yes,No,Yes,Yes,Yes,No,No,No internet service,One year,Yes,Mailed check,110.62,112.04,No
C101726,Female,0,Yes,No,4,Yes,No,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,No,Month-to-month,Yes,Credit card (automatic),88.65,350.03,No
C101727,Male,0,No,Yes,17,Yes,No phone service,No,No internet service,No internet service,No internet service,Yes,No internet service,No,One year,Yes,Credit card (automatic),64.64,1098.61,Yes
C101728,Male,0,Yes,No,6,Yes,No phone service,Fiber optic,No internet service,Yes,Yes,No,Yes,No internet service,One year,Yes,Bank transfer (automatic),44.38,268.76,No
C101729,Female,0,No,No,21,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No internet service,Month-to-month,No,Credit card (automatic),29.1,615.33,No
C101730,Male,0,Yes,No,56,Yes,No phone service,DSL,No,No,Yes,No internet service,No,Yes,Month-to-month,Yes,Electronic check,49.74,2786.25,No
C101731,Male,1,Yes,No,55,Yes,No,DSL,No,No internet service,No internet service,No internet service,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),72.82,4002.1,Yes
C101732,Female,0,No,No,67,Yes,No phone service,Fiber optic,Yes,No,No,No internet service,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),96.91,6490.95,No
C101733,Male,0,Yes,No,10,Yes,No,Fiber optic,No,Yes,No,No,Yes,No internet service,One year,Yes,Credit card (automatic),77.94,775.11,No
C101734,Female,1,No,No,17,Yes,No,Fiber optic,No,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,Credit card (automatic),46.08,780.52,No
C101735,Male,0,Yes,No,63,Yes,No phone service,No,Yes,No internet service,No,Yes,No internet service,Yes,Two year,No,Electronic check,35.05,2208.77,Yes
C101736,Female,0,Yes,Yes,40,Yes,No phone service,DSL,Yes,Yes,No internet service,No,No,Yes,Month-to-month,No,Mailed check,61.75,2467.42,Yes
C101737,Female,0,No,No,35,Yes,Yes,DSL,No internet service,Yes,No internet service,No,No,No,Month-to-month,No,Electronic check,82.35,2879.88,No
C101738,Male,1,Yes,No,16,Yes,No phone service,No,No,No,No internet service,Yes,No,No internet service,Two year,Yes,Credit card (automatic),74.83,1196.05,No
C101739,Female,0,No,No,25,Yes,Yes,DSL,No,Yes,No internet service,Yes,No internet service,No,One year,Yes,Credit card (automatic),77.12,1923.01,Yes
C101740,Female,0,No,No,69,Yes,No,DSL,No,No internet service,No,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),33.61,2319.35,No
C101741,Female,0,Yes,Yes,17,Yes,No phone service,Fiber optic,Yes,Yes,No,No internet service,Yes,Yes,One year,No,Bank transfer (automatic),52.09,883.29,Yes
C101742,Male,1,No,No,0,No,Yes,Fiber optic,No internet service,No,No,No internet service,Yes,Yes,Month-to-month,No,Electronic check,107.9,-4.12,Yes
C101743,Female,0,Yes,No,48,Yes,Yes,Fiber optic,No internet service,No,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Mailed check,24.17,1157.63,No
C101744,Female,0,Yes,No,18,Yes,No,Fiber optic,No,Yes,No internet service,Yes,Yes,Yes,One year,Yes,Electronic check,115.83,2081.38,No
C101745,Female,0,Yes,No,56,Yes,Yes,Fiber optic,No,No,Yes,No internet service,Yes,No internet service,Two year,No,Mailed check,75.11,4202.15,No
C101746,Male,0,No,No,5,Yes,No,DSL,Yes,Yes,Yes,Yes,No internet service,No,Two year,No,Credit card (automatic),94.3,468.46,No
C101747,Male,0,No,No,72,Yes,No phone service,DSL,No,No,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),75.85,5462.34,No
C101748,Female,0,Yes,No,19,Yes,Yes,Fiber optic,Yes,No internet service,No,No,No,Yes,Two year,No,Electronic check,99.27,1883.96,No
C101749,Female,0,No,No,7,Yes,No phone service,No,Yes,No,Yes,No internet service,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),81.41,573.65,No
C101750,Female,0,Yes,No,59,Yes,Yes,DSL,Yes,No,No,No,Yes,No internet service,Month-to-month,Yes,Mailed check,27.09,1599.57,Yes
C101751,Female,0,No,No,41,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),76.51,3132.47,Yes
C101752,Male,0,Yes,Yes,32,Yes,No,No,Yes,Yes,Yes,Yes,No internet service,No internet service,Month-to-month,No,Credit card (automatic),25.25,807.05,No
C101753,Female,0,Yes,No,52,Yes,Yes,Fiber optic,No internet service,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),70.98,3690.92,No
C101754,Male,1,No,No,48,Yes,No phone service,No,No,Yes,No internet service,Yes,No,No,Month-to-month,No,Mailed check,71.42,3425.9,No
C101755,Female,0,No,No,20,Yes,No phone service,No,No,No internet service,No,No internet service,No,No,Month-to-month,No,Electronic check,66.29,1327.82,No
C101756,Female,0,No,No,67,No,No,No,Yes,No,No internet service,No internet service,No,No,Two year,No,Electronic check,113.54,7611.6,No
C101757,Female,0,No,Yes,72,Yes,Yes,DSL,No internet service,Yes,No,No,No,Yes,One year,No,Mailed check,83.78,6030.14,No
C101758,Male,0,Yes,No,18,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No,No,No,Month-to-month,No,Electronic check,36.59,656.09,No
C101759,Male,0,Yes,No,66,No,Yes,No,No,No internet service,Yes,No internet service,No internet service,Yes,Month-to-month,Yes,Electronic check,21.4,1410.34,No
C101760,Female,0,No,Yes,63,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,66.2,4170.19,No
C101761,Male,0,No,No,52,No,No,DSL,Yes,Yes,No,Yes,No internet service,Yes,Month-to-month,Yes,Electronic check,109.88,5717.38,No
C101762,Male,0,No,Yes,6,Yes,No phone service,DSL,No,Yes,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),90.36,541.97,No
C101763,Male,0,No,No,9,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),52.62,473.61,Yes
C101764,Male,0,No,No,34,Yes,No,No,Yes,Yes,No internet service,No internet service,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),89.17,3030.08,No
C101765,Male,0,Yes,No,43,Yes,Yes,Fiber optic,No,No internet service,No,Yes,Yes,No internet service,Month-to-month,No,Credit card (automatic),41.85,1796.95,No
C101766,Female,1,Yes,No,54,Yes,Yes,DSL,No,No,No internet service,Yes,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),32.98,1781.52,Yes
C101767,Female,0,Yes,No,30,Yes,Yes,Fiber optic,No,No internet service,Yes,No internet service,Yes,Yes,Month-to-month,No,Mailed check,25.48,761.48,No
C101768,Male,0,No,No,0,Yes,No,Fiber optic,No,Yes,No internet service,No,Yes,No,Month-to-month,Yes,Credit card (automatic),73.19,0.66,Yes
C101769,Male,1,Yes,Yes,57,Yes,Yes,No,Yes,No,No internet service,Yes,Yes,Yes,Month-to-month,No,Mailed check,108.35,6174.3,Yes
C101770,Male,0,No,No,69,Yes,Yes,DSL,No internet service,Yes,No internet service,No,No internet service,Yes,One year,No,Credit card (automatic),108.52,7488.49,No
C101771,Female,0,No,Yes,49,Yes,No,No,Yes,No,No internet service,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),27.36,1337.78,No
C101772,Male,0,No,No,35,Yes,Yes,No,Yes,No internet service,No internet service,No,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),25.67,902.81,No
C101773,Female,0,Yes,No,58,No,No,DSL,Yes,No,No internet service,Yes,No,No,Month-to-month,No,Electronic check,31.02,1800.79,No
C101774,Female,0,No,No,49,Yes,Yes,DSL,Yes,No,No internet service,No internet service,No,Yes,One year,No,Bank transfer (automatic),113.62,5562.87,No
C101775,Male,0,Yes,Yes,22,Yes,Yes,No,Yes,No,Yes,No internet service,No internet service,No,Month-to-month,Yes,Credit card (automatic),38.85,851.66,No
C101776,Female,1,No,Yes,41,No,No phone service,DSL,No,No,Yes,Yes,No,No internet service,Two year,No,Electronic check,67.63,2768.94,No
C101777,Female,0,Yes,Yes,3,Yes,Yes,Fiber optic,No,No internet service,No,Yes,No internet service,No,One year,No,Mailed check,53.0,157.09,No
C101778,Male,0,Yes,No,16,Yes,No phone service,No,Yes,No internet service,No,No,No,No internet service,One year,Yes,Mailed check,75.42,1205.82,Yes
C101779,Male,0,Yes,No,40,Yes,No phone service,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,20.89,838.62,No
C101780,Female,0,No,No,16,No,No phone service,No,Yes,No,Yes,No,No,No,Two year,Yes,Electronic check,94.49,1512.5,No
C101781,Male,0,No,Yes,4,Yes,No phone service,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,43.55,172.53,No
C101782,Female,0,No,No,67,Yes,No phone service,DSL,No internet service,Yes,No internet service,No internet service,Yes,No internet service,Two year,Yes,Credit card (automatic),113.25,7589.91,No
C101783,Female,0,No,No,15,Yes,No,DSL,No,Yes,No,No,No internet service,No internet service,One year,Yes,Credit card (automatic),54.18,808.47,No
C101784,Female,0,No,Yes,71,Yes,Yes,No,No,No,No internet service,No internet service,No internet service,No,Two year,Yes,Electronic check,31.07,2206.29,No
C101785,Female,0,No,Yes,19,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),109.38,2073.53,No
C101786,Female,0,No,No,34,Yes,No phone service,Fiber optic,No internet service,No,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),71.3,2422.78,No
C101787,Female,0,Yes,No,47,Yes,No,Fiber optic,No internet service,No internet service,No,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),44.36,2082.72,No
C101788,Female,0,No,No,23,Yes,No,DSL,Yes,No internet service,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),83.59,1919.66,No
C101789,Male,0,Yes,Yes,54,Yes,Yes,DSL,No,Yes,No internet service,No internet service,No,No internet service,Two year,No,Mailed check,84.56,4563.22,No
C101790,Male,0,Yes,No,51,Yes,Yes,No,Yes,No internet service,Yes,Yes,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),97.97,4995.68,No
C101791,Female,1,Yes,No,21,Yes,No phone service,No,Yes,No,No,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),48.39,1012.42,Yes
C101792,Female,0,No,No,52,Yes,No,DSL,No internet service,No,No internet service,Yes,No,No internet service,Month-to-month,Yes,Electronic check,40.91,2124.92,Yes
C101793,Male,0,Yes,No,7,Yes,Yes,No,No internet service,Yes,No,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),86.34,601.42,No
C101794,Female,0,No,Yes,63,Yes,Yes,DSL,Yes,No internet service,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),98.26,6194.26,No
C101795,Female,0,No,Yes,26,Yes,Yes,No,No internet service,No,No internet service,Yes,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),51.46,1333.28,Yes
C101796,Female,0,Yes,No,35,Yes,No,Fiber optic,No internet service,Yes,Yes,Yes,No internet service,No internet service,Two year,Yes,Credit card (automatic),49.62,1732.68,Yes
C101797,Female,0,Yes,Yes,63,Yes,No phone service,No,Yes,Yes,No internet service,No,No internet service,No,Two year,Yes,Electronic check,32.24,2028.42,No
C101798,Male,0,No,No,16,Yes,Yes,Fiber optic,Yes,No internet service,No,No,No,No internet service,Month-to-month,Yes,Credit card (automatic),90.96,1450.82,No
C101799,Male,0,Yes,No,39,No,Yes,No,No,No internet service,Yes,No,Yes,No,One year,Yes,Mailed check,20.92,819.47,No
C101800,Male,0,Yes,Yes,68,Yes,Yes,DSL,No,Yes,No internet service,No,Yes,No internet service,One year,No,Credit card (automatic),40.46,2754.82,No
C101801,Male,0,Yes,No,37,Yes,Yes,Fiber optic,Yes,Yes,No internet service,Yes,No internet service,Yes,One year,No,Credit card (automatic),58.36,2158.04,No
C101802,Female,0,No,No,0,No,No,DSL,No internet service,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,54.0,3.0,Yes
C101803,Female,0,Yes,No,68,Yes,No,DSL,No internet service,No internet service,No internet service,No,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),30.1,2045.49,No
C101804,Male,0,No,No,38,Yes,No phone service,Fiber optic,No,No,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,98.15,3734.14,No
C101805,Male,0,No,No,30,Yes,No phone service,Fiber optic,No internet service,Yes,No,No internet service,No,No,Month-to-month,Yes,Electronic check,75.59,2269.85,Yes
C101806,Female,1,No,No,48,Yes,Yes,Fiber optic,No internet service,No,Yes,No internet service,Yes,Yes,One year,Yes,Credit card (automatic),92.53,4442.57,Yes
C101807,Male,0,No,No,39,Yes,No,Fiber optic,Yes,No internet service,Yes,No internet service,Yes,No internet service,Month-to-month,Yes,Mailed check,49.53,1934.43,No
C101808,Female,0,Yes,No,56,Yes,Yes,Fiber optic,Yes,No internet service,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,72.73,4068.62,No
C101809,Male,0,Yes,No,46,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),112.25,5164.54,Yes
C101810,Female,0,No,No,17,Yes,Yes,Fiber optic,Yes,No,No,Yes,No internet service,No internet service,Month-to-month,Yes,Electronic check,33.46,571.23,No
C101811,Female,0,No,No,47,Yes,No,Fiber optic,No,No internet service,No,No internet service,No,Yes,One year,No,Mailed check,44.67,2104.15,No
C101812,Female,0,No,No,72,Yes,No phone service,DSL,No internet service,Yes,No internet service,No internet service,No,No,Two year,Yes,Electronic check,28.2,2034.17,No
C101813,Male,0,Yes,Yes,34,Yes,Yes,Fiber optic,No,No internet service,No internet service,No internet service,Yes,No internet service,Two year,Yes,Electronic check,55.84,1897.0,No
C101814,Male,1,No,No,6,Yes,No,Fiber optic,Yes,No internet service,No,No internet service,Yes,Yes,Month-to-month,No,Bank transfer (automatic),51.11,306.34,No
C101815,Female,0,No,No,54,No,No phone service,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),109.47,5913.19,No
C101816,Male,0,Yes,No,37,Yes,No,DSL,Yes,No internet service,No,No internet service,No,No,One year,No,Electronic check,26.09,962.97,No
C101817,Male,0,Yes,No,38,Yes,No phone service,No,No internet service,Yes,No,Yes,No internet service,No internet service,One year,Yes,Mailed check,56.04,2132.97,No
C101818,Male,1,No,No,25,Yes,Yes,No,No,No internet service,No,No,Yes,No,Month-to-month,No,Mailed check,107.34,2683.48,Yes
C101819,Male,1,No,No,24,Yes,No,DSL,No internet service,Yes,No internet service,No,No internet service,No,Month-to-month,No,Electronic check,32.81,790.09,No
C101820,Female,0,No,No,2,Yes,No,Fiber optic,No,No internet service,No,No internet service,No,Yes,Month-to-month,No,Bank transfer (automatic),23.67,51.32,Yes
C101821,Male,1,No,No,12,Yes,Yes,DSL,No,No internet service,No internet service,No internet service,No internet service,No,One year,No,Credit card (automatic),64.55,773.47,Yes
C101822,Female,0,No,No,42,Yes,No,DSL,Yes,No internet service,Yes,No internet service,No internet service,No,Month-to-month,Yes,Electronic check,24.19,1011.93,Yes
C101823,Male,0,No,No,35,Yes,No phone service,DSL,No internet service,No,No internet service,Yes,No,No,Month-to-month,Yes,Credit card (automatic),46.44,1629.33,No
C101824,Female,0,No,No,1,No,No phone service,Fiber optic,No internet service,No,No,Yes,No,Yes,One year,No,Electronic check,76.93,72.9,No
C101825,Male,0,No,Yes,38,Yes,No,Fiber optic,No internet service,Yes,No internet service,No internet service,No internet service,Yes,One year,No,Credit card (automatic),32.4,1230.82,Yes
C101826,Male,0,Yes,Yes,11,Yes,No,No,No internet service,No internet service,Yes,No,No,No,Month-to-month,No,Credit card (automatic),66.36,728.39,Yes
C101827,Male,0,No,Yes,32,Yes,No,No,Yes,Yes,No,No internet service,Yes,No,One year,Yes,Electronic check,44.83,1433.44,Yes
C101828,Male,0,Yes,Yes,26,No,Yes,DSL,No,No,No,Yes,Yes,Yes,Two year,No,Electronic check,106.86,2775.74,Yes
C101829,Male,1,No,No,27,Yes,Yes,Fiber optic,No internet service,No,No internet service,No,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),22.53,605.36,Yes
C101830,Male,0,No,Yes,0,Yes,No,DSL,No internet service,No internet service,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),104.65,-4.17,No
C101831,Male,0,Yes,No,38,Yes,No phone service,DSL,No,No,Yes,Yes,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),19.59,744.88,No
C101832,Male,0,No,Yes,27,Yes,No,DSL,No internet service,Yes,Yes,Yes,Yes,No internet service,Two year,No,Bank transfer (automatic),56.51,1528.0,No
C101833,Female,0,Yes,No,29,Yes,No,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,84.99,2460.89,No
C101834,Female,1,Yes,No,6,Yes,Yes,No,No internet service,Yes,No internet service,No internet service,No,Yes,Month-to-month,Yes,Bank transfer (automatic),83.13,495.03,No
C101835,Female,0,Yes,No,64,Yes,No,Fiber optic,No internet service,No internet service,No,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),79.75,5108.34,No
C101836,Female,0,No,No,63,Yes,Yes,Fiber optic,No,No internet service,No internet service,Yes,No internet service,No,Month-to-month,No,Credit card (automatic),46.53,2927.45,Yes
C101837,Female,0,No,Yes,44,No,Yes,No,No,Yes,No internet service,Yes,No,No internet service,Month-to-month,No,Credit card (automatic),113.16,4975.67,No
C101838,Female,1,No,No,23,Yes,No,DSL,No internet service,No,Yes,No,No internet service,No,Month-to-month,No,Electronic check,35.88,822.91,No
C101839,Female,0,No,No,70,No,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,No,Electronic check,39.64,2769.98,Yes
C101840,Female,0,Yes,No,10,No,Yes,No,No,Yes,No internet service,No internet service,No,No,One year,Yes,Electronic check,28.34,288.27,No
C101841,Male,0,Yes,No,37,Yes,No,Fiber optic,No,No internet service,Yes,Yes,No,No,One year,Yes,Mailed check,19.3,711.13,Yes
C101842,Male,0,Yes,Yes,7,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,61.48,433.37,No
C101843,Female,0,No,Yes,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,97.32,6911.06,No
C101844,Female,0,Yes,No,28,Yes,Yes,Fiber optic,No,Yes,Yes,No internet service,No,No internet service,Month-to-month,No,Bank transfer (automatic),99.36,2777.24,No
C101845,Male,0,Yes,No,19,No,No,Fiber optic,No internet service,No internet service,Yes,No internet service,Yes,Yes,Month-to-month,No,Mailed check,59.34,1131.96,No
C101846,Male,1,Yes,Yes,28,No,No,Fiber optic,No internet service,Yes,No internet service,No,Yes,Yes,One year,Yes,Credit card (automatic),89.37,2506.36,Yes
C101847,Male,1,No,No,72,Yes,No phone service,DSL,No internet service,No,Yes,No internet service,Yes,No,Month-to-month,Yes,Credit card (automatic),35.26,2540.54,Yes
C101848,Female,0,Yes,No,43,Yes,No,DSL,Yes,Yes,No internet service,No internet service,No,No,One year,Yes,Bank transfer (automatic),73.0,3142.77,Yes
C101849,Male,1,No,Yes,47,Yes,No,No,No internet service,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),64.3,3022.93,Yes
C101850,Female,0,No,No,47,Yes,No,No,Yes,No internet service,No internet service,No,No internet service,Yes,Two year,No,Bank transfer (automatic),37.46,1762.52,Yes
C101851,Male,1,No,No,48,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No internet service,Yes,No internet service,Two year,No,Bank transfer (automatic),104.99,5037.82,No
C101852,Male,0,No,No,62,Yes,No,DSL,Yes,Yes,No,No,Yes,No internet service,One year,Yes,Bank transfer (automatic),99.51,6167.75,No
C101853,Female,0,No,Yes,48,Yes,No,DSL,No,No internet service,Yes,No internet service,No,Yes,One year,Yes,Electronic check,65.4,3143.44,Yes
C101854,Male,0,No,No,2,No,Yes,DSL,No,Yes,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Mailed check,45.84,87.57,No
C101855,Male,0,Yes,No,21,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No internet service,No internet service,Two year,No,Electronic check,100.24,2100.54,No
C101856,Female,0,No,No,10,Yes,No phone service,DSL,No,No,Yes,Yes,No internet service,No,One year,No,Mailed check,74.58,747.19,Yes
C101857,Female,0,No,No,19,Yes,Yes,DSL,Yes,Yes,No internet service,No,No,Yes,Month-to-month,No,Mailed check,43.84,835.81,Yes
C101858,Male,0,No,Yes,65,Yes,No phone service,DSL,No internet service,Yes,Yes,No internet service,No internet service,No,Two year,Yes,Electronic check,108.01,7016.8,No
C101859,Female,0,Yes,Yes,6,Yes,Yes,Fiber optic,Yes,No internet service,Yes,Yes,Yes,No internet service,Month-to-month,No,Credit card (automatic),41.88,247.77,No
C101860,Male,1,No,No,59,Yes,Yes,Fiber optic,No,Yes,No internet service,No internet service,Yes,No,Month-to-month,Yes,Credit card (automatic),24.8,1464.56,No
C101861,Male,1,No,No,70,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No internet service,No internet service,Month-to-month,Yes,Mailed check,28.84,2017.25,No
C101862,Female,0,Yes,No,63,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,71.66,4509.98,No
C101863,Female,0,Yes,No,48,Yes,Yes,DSL,No internet service,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),63.27,3034.93,No
C101864,Female,1,No,Yes,48,Yes,No,Fiber optic,No,No,No,No internet service,Yes,Yes,Two year,Yes,Credit card (automatic),19.83,951.88,No
C101865,Male,0,Yes,No,58,No,No,DSL,Yes,Yes,Yes,No,No internet service,Yes,Month-to-month,Yes,Mailed check,110.61,6411.18,No
C101866,Female,0,Yes,Yes,60,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,25.32,1516.88,Yes
C101867,Male,1,No,No,53,Yes,No,DSL,No,Yes,No,No internet service,Yes,Yes,Month-to-month,Yes,Mailed check,102.39,5431.07,No
C101868,Male,0,No,No,6,Yes,Yes,Fiber optic,No,No internet service,Yes,No internet service,No internet service,No,Two year,No,Credit card (automatic),88.29,525.52,No
C101869,Male,0,Yes,Yes,38,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Credit card (automatic),116.18,4411.45,No
C101870,Male,0,No,No,29,Yes,No phone service,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,88.27,2558.29,No
C101871,Female,0,No,No,46,Yes,Yes,DSL,No,No,No,No internet service,Yes,Yes,One year,No,Electronic check,110.97,5107.31,No
C101872,Male,0,Yes,No,53,Yes,No phone service,DSL,No internet service,No,No internet service,No,No internet service,No internet service,Two year,Yes,Electronic check,56.41,2989.45,No
C101873,Female,0,No,No,9,Yes,No,Fiber optic,No internet service,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,70.6,638.51,No
C101874,Male,0,No,No,30,Yes,No,Fiber optic,No,No,Yes,No internet service,No internet service,Yes,Month-to-month,Yes,Mailed check,51.26,1540.76,No
C101875,Male,0,Yes,Yes,37,Yes,Yes,DSL,No,No internet service,No,No internet service,No internet service,No,Two year,No,Bank transfer (automatic),29.13,1078.97,No
C101876,Male,0,No,No,54,Yes,Yes,No,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,76.94,4155.45,Yes
C101877,Male,0,Yes,No,45,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Two year,Yes,Mailed check,99.68,4486.03,No
C101878,Male,1,No,No,2,Yes,No,DSL,No internet service,No internet service,No internet service,Yes,No,No,Month-to-month,No,Credit card (automatic),26.24,53.77,No
C101879,Male,0,No,No,36,Yes,No phone service,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,No,Month-to-month,Yes,Electronic check,106.58,3833.88,Yes
C101880,Female,0,No,No,66,Yes,No,DSL,Yes,Yes,Yes,No internet service,Yes,No,Month-to-month,No,Credit card (automatic),108.0,7125.22,No
C101881,Male,0,No,No,26,Yes,No,Fiber optic,No internet service,Yes,No internet service,Yes,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),51.53,1336.25,Yes
C101882,Male,1,No,No,71,No,No phone service,No,No,No,No internet service,Yes,No internet service,No,Two year,Yes,Electronic check,57.08,4051.29,No
C101883,Female,0,Yes,No,42,Yes,No phone service,No,No,No internet service,No,Yes,No internet service,No internet service,Month-to-month,No,Credit card (automatic),54.23,2277.43,Yes
C101884,Female,1,No,Yes,35,Yes,Yes,DSL,No,No,No,No internet service,Yes,No,Month-to-month,Yes,Credit card (automatic),70.85,2478.21,No
C101885,Male,0,No,Yes,36,Yes,No,No,No internet service,No internet service,Yes,Yes,No,No internet service,Two year,No,Bank transfer (automatic),114.38,4121.14,No
C101886,Female,0,No,No,25,No,No,DSL,No internet service,No internet service,No,No,No internet service,Yes,Month-to-month,Yes,Mailed check,100.74,2520.72,Yes
C101887,Female,0,No,Yes,60,Yes,No,No,Yes,Yes,No,No,No internet service,No,Two year,No,Electronic check,95.56,5734.3,No
C101888,Male,0,No,No,60,Yes,No phone service,DSL,No internet service,Yes,No internet service,Yes,Yes,No,Month-to-month,Yes,Mailed check,55.0,3297.11,No
C101889,Female,0,Yes,No,6,Yes,No,Fiber optic,No,No internet service,No internet service,No,No,No internet service,One year,No,Bank transfer (automatic),52.33,310.56,No
C101890,Female,0,Yes,No,4,Yes,No phone service,Fiber optic,Yes,No internet service,No internet service,No internet service,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),70.71,277.89,No
C101891,Male,0,No,No,18,Yes,Yes,DSL,No,Yes,No internet service,No internet service,No,No,One year,No,Credit card (automatic),38.63,690.44,Yes
C101892,Male,0,No,Yes,66,Yes,No,Fiber optic,Yes,Yes,Yes,No,No internet service,Yes,Month-to-month,No,Electronic check,66.49,4390.39,No
C101893,Male,0,No,Yes,11,Yes,No,No,Yes,Yes,No internet service,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),113.83,1253.85,No
C101894,Female,0,No,Yes,5,Yes,No,No,No,Yes,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),23.54,116.99,No
